Sample,Response Base,File Name,Sample Type,Weight_mg,Nitrogen area_mV.s,Nitrogen_mg,Nitrogen_%,Carbon area_mV.s,Carbon_mg,Carbon_%,Nitrogen_Carbon,Nitrogen area_%,Carbon area_%,Comments,Flag
blank2_A7,Area,Jones_JS_POC_run12_031815_012.prm,Unknown,0,0,0,0,0,0,0,???,0,0,,0
P1036_F8,Area,Jones_JS_POC_run12_031815_013.prm,Unknown,0,27.8521,0.006,10.6457,423.29,0.0506,89.3543,0.0658,0.061736867,0.938263133,,0
P1037_F9,Area,Jones_JS_POC_run12_031815_014.prm,Unknown,0,33.4466,0.0083,11.405,510.6463,0.0643,88.595,0.0655,0.061472223,0.938527777,,0
P1038_F10,Area,Jones_JS_POC_run12_031815_015.prm,Unknown,0,19.2024,0.0025,6.8002,323.3676,0.0349,93.1998,0.0594,0.056053945,0.943946055,,0
P1039_F11,Area,Jones_JS_POC_run12_031815_016.prm,Unknown,0,48.2912,0.0143,13.2671,694.4475,0.0932,86.7329,0.0695,0.065017751,0.934982249,,0
P1040_F12,Area,Jones_JS_POC_run12_031815_017.prm,Unknown,0,59.7069,0.0189,13.205,889.9271,0.124,86.795,0.0671,0.062873591,0.937126409,,0
P1041_G1,Area,Jones_JS_POC_run12_031815_018.prm,Unknown,0,42.505,0.0119,11.3447,694.4917,0.0932,88.6553,0.0612,0.057673257,0.942326743,,0
P1042_G2,Area,Jones_JS_POC_run12_031815_019.prm,Unknown,0,35.1887,0.009,14.0301,451.5305,0.0551,85.9699,0.0779,0.072297744,0.927702256,,0
P1043_G3,Area,Jones_JS_POC_run12_031815_020.prm,Unknown,0,35.866,0.0093,14.1503,458.6,0.0562,85.8497,0.0782,0.072534815,0.927465185,,0
P1044_G4,Area,Jones_JS_POC_run12_031815_021.prm,Unknown,0,27.7231,0.006,11.0351,407.9063,0.0482,88.9649,0.068,0.063639185,0.936360815,,0
P0145_G5,Area,Jones_JS_POC_run12_031815_022.prm,Unknown,0,45.5074,0.0131,16.1422,535.5666,0.0683,83.8578,0.085,0.078316015,0.921683985,,0
P1046_G6,Area,Jones_JS_POC_run12_031815_023.prm,Unknown,0,37.4848,0.0099,17.7784,392.8274,0.0458,82.2216,0.0954,0.087110707,0.912889293,,0
P1047_G7,Area,Jones_JS_POC_run12_031815_024.prm,Unknown,0,34.4265,0.0087,12.0864,502.8549,0.0631,87.9136,0.0685,0.064075362,0.935924638,,0
control_H5,Area,Jones_JS_POC_run12_031815_025.prm,Unknown,1.362,363.0934,0.141,10.3548,6351.4125,0.9823,72.1213,0.0572,0.054075967,0.945924033,,0
P1048_G8,Area,Jones_JS_POC_run12_031815_026.prm,Unknown,0,51.8777,0.0157,13.7923,725.8437,0.0982,86.2077,0.0715,0.066704735,0.933295265,,0
P1049_G9,Area,Jones_JS_POC_run12_031815_027.prm,Unknown,0,30.8301,0.0072,11.468,456.3552,0.0558,88.532,0.0676,0.063282082,0.936717918,,0
P1050_G10,Area,Jones_JS_POC_run12_031815_028.prm,Unknown,0,31.6546,0.0076,10.5555,508.9346,0.0641,89.4445,0.0622,0.058555739,0.941444261,,0
P1051_G11,Area,Jones_JS_POC_run12_031815_029.prm,Unknown,0,34.6658,0.0088,10.2432,590.4415,0.0769,89.7568,0.0587,0.055455759,0.944544241,,0
P1052_G12,Area,Jones_JS_POC_run12_031815_030.prm,Unknown,0,20.1576,0.0029,9.9594,269.8843,0.0265,90.0406,0.0747,0.069498924,0.930501076,,0
P1053_H1,Area,Jones_JS_POC_run12_031815_031.prm,Unknown,0,46.2881,0.0135,10.7134,814.7093,0.1121,89.2866,0.0568,0.053761022,0.946238978,,0
P1054_H2,Area,Jones_JS_POC_run12_031815_032.prm,Unknown,0,48.671,0.0144,14.3555,648.3963,0.086,85.6445,0.0751,0.069822526,0.930177474,,0
P1055_H3,Area,Jones_JS_POC_run12_031815_033.prm,Unknown,0,51.4286,0.0155,16.8031,590.3139,0.0769,83.1969,0.0871,0.080138997,0.919861003,,0
P1062_H10,Area,Jones_JS_POC_run12_031815_034.prm,Unknown,0,37.9895,0.0101,17.5253,404.036,0.0476,82.4747,0.094,0.085944137,0.914055863,,0
P1063_H11,Area,Jones_JS_POC_run12_031815_035.prm,Unknown,0,59.9537,0.019,13.7454,858.1693,0.119,86.2546,0.0699,0.065300292,0.934699708,,0
P1064_H12,Area,Jones_JS_POC_run12_031815_036.prm,Unknown,0,41.6611,0.0116,8.2763,918.6301,0.1285,91.7237,0.0454,0.043383819,0.956616181,,0
control_H7,Area,Jones_JS_POC_run12_031815_037.prm,Unknown,0.95,262.633,0.1006,10.5871,4497.8652,0.691,72.7354,0.0584,0.055169226,0.944830774,,0
P1065_A1,Area,Jones_JS_POC_run12_031815_038.prm,Unknown,0,52.8717,0.0161,12.932,791.1934,0.1084,87.068,0.0668,0.062639363,0.937360637,,0
P1066_A2,Area,Jones_JS_POC_run12_031815_039.prm,Unknown,0,77.9276,0.0262,13.8505,1137.9696,0.1629,86.1495,0.0685,0.064090616,0.935909384,,0
P1067_A3,Area,Jones_JS_POC_run12_031815_040.prm,Unknown,0,54.6687,0.0168,17.6573,600.5924,0.0785,82.3427,0.091,0.083430407,0.916569593,,0
P1068_A4,Area,Jones_JS_POC_run12_031815_041.prm,Unknown,0,30.8286,0.0072,17.015,325.5575,0.0353,82.985,0.0947,0.086503374,0.913496626,,0
P1069_A5,Area,Jones_JS_POC_run12_031815_042.prm,Unknown,0,24.6305,0.0047,6.5769,529.0294,0.0672,93.4231,0.0466,0.044486697,0.955513303,,0
P1070_A6,Area,Jones_JS_POC_run12_031815_043.prm,Unknown,0,20.9829,0.0033,6.0317,424.8126,0.0509,93.9683,0.0494,0.047068443,0.952931557,,0
P1071_A7,Area,Jones_JS_POC_run12_031815_044.prm,Unknown,0,34.6481,0.0088,14.2271,437.5365,0.0529,85.7729,0.0792,0.073378293,0.926621707,,0
P1072_A8,Area,Jones_JS_POC_run12_031815_045.prm,Unknown,0,94.2359,0.0328,14.2254,1358.2203,0.1976,85.7746,0.0694,0.064880373,0.935119627,,0
P1073_A9,Area,Jones_JS_POC_run12_031815_046.prm,Unknown,0,76.2572,0.0255,11.5431,1345.7376,0.1956,88.4569,0.0567,0.053626919,0.946373081,,0
P1074_A10,Area,Jones_JS_POC_run12_031815_047.prm,Unknown,0,53.2564,0.0163,11.887,868.1641,0.1205,88.113,0.0613,0.05779815,0.94220185,,0
P1075_A11,Area,Jones_JS_POC_run12_031815_048.prm,Unknown,0,45.5607,0.0132,11.9045,720.9601,0.0974,88.0955,0.0632,0.059438309,0.940561691,,0
P1076_A12,Area,Jones_JS_POC_run12_031815_049.prm,Unknown,0,52.5639,0.016,10.9597,927.3982,0.1298,89.0403,0.0567,0.053638707,0.946361293,,0
control_H12,Area,050.prm,Unknown,1.174,311.9471,0.1204,10.2586,5501.4191,0.8487,72.2918,0.0567,0.053660322,0.946339678,,0
P1077_B1,Area,051.prm,Unknown,0,33.3633,0.0083,11.6045,501.0793,0.0628,88.3955,0.0666,0.062426348,0.937573652,,0
P1078_B2,Area,052.prm,Unknown,0,25.8265,0.0052,7.0303,540.0203,0.069,92.9697,0.0478,0.045642213,0.954357787,,0
P1079_B3,Area,053.prm,Unknown,0,47.5607,0.014,12.9418,699.0463,0.094,87.0582,0.068,0.063702457,0.936297543,,0
P1080_B4,Area,054.prm,Unknown,0,20.8361,0.0032,7.7741,343.1695,0.038,92.2259,0.0607,0.057241152,0.942758848,,0
P1087_B11,Area,055.prm,Unknown,0,21.3014,0.0034,6.535,409.965,0.0485,93.465,0.052,0.049392672,0.950607328,,0
P1088_B12,Area,056.prm,Unknown,0,42.9735,0.0121,12.6629,633.1052,0.0836,87.3371,0.0679,0.063562866,0.936437134,,0
